0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654748683502963,0.0,-0.615170050575374,0.14873559429480435,-0.014554739146812535,-0.012213916999397329,-0.07137058030037657,-0.022805027277892027,-0.012597419908440826,-0.08267511315617376,-0.02017562110510876,-0.001996358456657573,-0.008371998635147192,-0.006473620961638456,1.0
0.0,0.0,0.9668914362807886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006468503708718476,0.1424608173301751,-0.011212073095112025,0.06663815778847194,-0.014051833243468701,-0.03641603216464334,-0.015603693998699366,-0.029310346999415825,0.01829648664874136,-0.0696809651384476,-0.05278647107231337,-0.1722101330416624,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650704688457198,0.0,0.0,-0.05686581230626519,0.18424932377108713,0.01463336351910765,0.07520311628480271,0.06576858738136696,0.05321784593402837,-0.06168440915721187,0.03850631170694422,0.11118769885665307,0.02506577528732988,0.004434498804346082,0.011480478297388684,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965204550627194,-0.06520535862217072,0.16677769430287284,0.06905459437007197,0.04103856708356703,-0.07786980753095013,0.03399836509129228,0.10916656508503689,0.026083687776149292,-0.0061821351467671775,-0.05149848879871394,-0.08261571830638405,0.022977659532230982,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9165500981718184,0.0,0.20073180390041362,0.18718152724904144,0.023251959440520862,0.17868602438908684,-0.06922794546501562,-0.09386206245357957,0.10283050516419083,0.05421393830686306,-0.07936957230128679,0.10961572554095679,0.022730442434661095,-0.07866841147618535,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272390255036427,0.053075161819828506,0.20495598695829967,0.06967459485439471,0.07657325320414182,-0.12534973490173543,0.10514705101406206,0.16965414277932497,-0.05923759238332571,-0.020301898463402256,0.0950234553336133,-0.053637068669283715,-0.11535687992388269,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300661478008264,0.0,0.0,-0.32440893248522384,0.13547343508866838,0.0056389910541164105,0.0025614021710434758,-0.057777569233682935,-0.0052632443304048765,0.014682954275331644,0.010863172606313651,0.03915764495471039,-0.002420962182725551,-0.020148953025957102,-0.07549625941543647,-1.0
0.0,0.0,0.0,0.0,0.0,0.8296791971147018,0.0,0.0,0.0,0.0,0.2161795522418125,0.2939628066505129,-0.009133108601838639,-0.0942109025115715,-0.21883037727659396,-0.06278846227924641,0.23043758924422866,-0.06391184791213972,-0.08303180500964802,0.17644953420877788,0.14487277364578943,-0.038644797643208585,-1.0
0.9389528369633522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014760338597063898,0.2119573355104332,0.07684014436573289,-0.05991082471528365,0.07330592588740283,0.17995312806253733,0.046169249946324986,0.01574436117020149,-0.021698261109386108,-0.0848644353104217,0.07929644498722901,0.09814780109494224,-1.0
0.0,0.0,0.0,0.0,0.0,0.9179392893570456,0.0,0.0,0.0,0.0,-0.35341305197748807,0.1724780386523208,0.002659270121267361,0.00948598461621571,-0.002953928633150973,0.022634546996966032,0.022312350306401708,-0.007606962890901837,-0.008145793253754424,0.007678562155471686,0.030411328656398923,-0.02267218250782967,-1.0
0.0,0.0,0.0,0.0,0.0,0.9008198438251598,0.0,0.0,0.0,0.0,-0.3669183355074888,0.17525450061618483,-0.004771642712741871,0.035174312441841014,-0.015444556222382366,-0.08966130151544963,0.02963877450153541,0.020666608857036816,-0.010876498794344979,-0.09367625555937836,0.03359337361592786,0.04811549031823326,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9112503526726736,0.0,0.0,0.0,-0.3562560591284398,0.1743076124606397,0.048468495008306835,0.04876374012257278,0.04315955045363584,0.03742322948356136,0.01362957152492518,0.009477914918148478,0.03082851068126922,0.05049784954370888,0.012989873777348962,0.019651113855386208,-1.0
